name,feature_easting,feature_northing,pointx_class
House of Mistry Chemist,527251,185547,5280364
Allchin Chemist,527536,184627,5280364
Hampstead Heath Pharmacy,527225,185601,5280364
Chana Chemist,531272,183305,5280364
Osbon Pharmacy,519346,190149,5280364
CAMHS,300290,527970,5280365
St Albans Children's Centre,514389,207547,5280365
Community Mental Health Services,510310,197710,5280365
Gr Pharmacy,401232,281378,5280364
Aston Chemist Ltd,401847,280920,5280364
Kings Pharmacy,402157.3,282107.8,5280364
Highfield Road Pharmacy,409894,280457,5280364
M W Phillips Chemists,407372,280981,5280364
Selcroft Pharmacy,401522,284255.2,5280364
Shivo Chemists,529691,186706,5280364
Nuchem Pharmaceutical Ltd,530791,187366,5280364
Rajja Chemists,399948,284228,5280364
My Local Chemist,412671.2,286633.8,5280364
Lloyds Pharmacy,416181.4,286218.1,5280364
Axbridge Pharmacy,343099,154512,5280364
Well Pharmacy,428111,586241,5280364
Cohens Chemist,427596,587607,5280364
Well Pharmacy,431184.9,587965.4,5280364
Well Pharmacy,419303,612947,5280364
Cromie Pharmacy,426726.5,604466.9,5280364
Roundwell Rehabilitation Community Team,385859,351366,5280365
Tyrrell Hospital,251686,147179,5280371
The Haywood Hospital,387267.6,351093.9,5280371
Danetre Hospital,457414.9,261919.7,5280371
Torrington Hospital,250003.1,119430,5280371
Lings Bar Hospital,460617.7,336507.5,5280371
Didcot Community Hospital,451337,189769,5280371
Memorial Hospital,543459,176423,5280371
Community Mental Health Services,542069,196059,5280365
Cherry Tree House,619050.1,136936.8,5280365
Child & Family Consultation Service,544374.5,185145.8,5280365
Derby Substance Misuse Team,429962.6,319468.1,5280365
Clinical Psychology Services,434752.5,337322.6,5280365
Advice & Resource Centre,404562.2,317951.6,5280365
Harrow Lodge House,553078.8,187039.6,5280365
Heathlands Day Centre,486070,168287,5280365
Well Pharmacy,535229,197536,5280364
Well Pharmacy,421297,545024,5280364
Hingleys Chemists,390569.1,297630.4,5280364
Lloyds Pharmacy,518538.4,229540,5280364
Lloyds Pharmacy,523953,214487,5280364
Lloyds Pharmacy,522064,233098,5280364
Lloyds Pharmacy,524850.5,233433.5,5280364
Lloyds Pharmacy,523079,216066,5280364
Lloyds Pharmacy,535622.4,240664.5,5280364
Day Lewis Pharmacy,623933,221151,5280364
Medix Pharmacy,523363.6,225079.2,5280364
Boots,411157,550737,5280364
Boots,575715,192263,5280364
Boots,578177,183690.1,5280364
Boots,579134,183272,5280364
Morrisons Pharmacy,580856.9,187174.2,5280364
Morrisons Pharmacy,542322,196482,5280364
Well Pharmacy,525426.2,221956.2,5280364
Well Pharmacy,581292,230460,5280364
Well Pharmacy,545047,267620,5280364
Well Pharmacy,543915,263585,5280364
Well Pharmacy,538247,244715,5280364
Well Pharmacy,518904,300260,5280364
Well Pharmacy,519089,302460,5280364
Well Pharmacy,574593.4,193559.5,5280364
Well Pharmacy,587555,190525,5280364
Well Pharmacy,561774,180258,5280364
Well Pharmacy,546831,202941,5280364
Well Pharmacy,555275,203090,5280364
Shadforth Pharmacy,570504,208712,5280364
Shadforth Pharmacy,567663,195176,5280364
Shadforth Pharmacy,567478,194741,5280364
Burntwood Pharmacy,559818,194017,5280364
Shadforth Pharmacy,565043.6,199623.8,5280364
Shadforth Pharmacy,574594,193394,5280364
Garbett Chemist,574607,193491,5280364
Boots,372706,633942,5280364
Lindsay & Gilmour Pharmacy,350406,614804,5280364
Chepstow Community Hospital,352585,193622.4,5280371
Maindiff Court Hospital,331539,215390,5280371
Plymouth Child Development Centre,246332,56733,5280365
Erith & District Hospital,550561,177576,5280371
Rushden Memorial Clinic,495438,267678,5280365
The Park Rehabilitation Centre,444451,392916,5280365
Victoria House,654888,293301.5,5280365
Lambeth Learning Disability Partnership,530246,177935,5280365
Health Visitors Office,593764,187586,5280365
Children's Unit,487995,279659,5280365
Moray Lodge,472039,261376,5280365
Gwent Drug Service,331426,187690,5280365
Newcastle Treatment and Recovery,425236,564416,5280365
Jesmond Project,425428,565472,5280365
Community Mental Health Rehabilitation Centre,441453,112472,5280365
Community Mental Health Team - Rehabilitation,413134,282316,5280365
Mental Health Rehabilitation Unit,427398,550294,5280365
Lindsay & Gilmour Pharmacy,346986,628506,5280364
Well Pharmacy,313604,581746,5280364
Well Pharmacy,331809,567253,5280364
Andrews Pharmacy,535692,214370,5280364
Hingleys Chemist,394324.1,285745.6,5280364
Hingley Chemist,397107,286321,5280364
Argyll House,433665,385356,5280365
Dalston Pharmacy,336468,584520,5280364
Earlston Pharmacy,357490,638545,5280364
H.H.C.C. (Pharmacy) Ltd,350254.1,614639.7,5280364
Right Medicine Pharmacy,347103,628609,5280364
Eildon Pharmacy,357824,631583,5280364
Jedburgh Pharmacy,365047,620658,5280364
Dunmow Clinic,562771,221674,5280365
Bassett Green Community Centre,442823,115540,5280365
Alton Health Centre,472345,139894,5280365
Bassetlaw Mental Health Services,458667.7,378881.1,5280365
Community Nurses Office,394481.2,129561.1,5280365
Community Mental Health Services,556571.2,363388.1,5280365
St Michael's Hospital,155616,36761,5280371
Royal National Hospital for Rheumatic Diseases,374943,164863.5,5280371
Royal National Orthopaedic Hospital,528909,182122,5280365
The Junction,526319,409107,5280365
Adams Hill Centre,399827,282256,5280365
Mental Health Services,434582.8,348101.3,5280365
Hynca Lodge,442361,295095,5280365
Community Mental Health Services,460630,298565,5280365
SW City Community Mental Health,458931,298744,5280365
Sandringham Suite,461601,307787,5280365
Community Mental Health Services,535105,179384,5280365
Community Mental Health Services,530932,178475,5280365
Westminster Drug & Treatment Centre,526780.9,181380.3,5280365
The Worsley Building (Leeds Dental Institute),429358.4,434210.6,5280371
Boots,511943,430633,5280364
Boots,511985,432873,5280364
Boots,499537.5,427935.7,5280364
Boots,520647,426275,5280364
Boots,504547,432919,5280364
Boots,518234.2,466909.9,5280364
Boots,534217.5,427887.2,5280364
Boots,508955,430344,5280364
Well Pharmacy,395282,404658,5280364
Well Pharmacy,390676,405445,5280364
Boots,507314,430111,5280364
Boots,504624,432792,5280364
Boots,483630,429238,5280364
Oakleigh Pharmacy,527500.9,193525.2,5280364
Shore Pharmacy,527656,193971.7,5280364
Hampden Square Pharmacy,528583,194247,5280364
Lloyds Pharmacy,514194,432820,5280364
Lloyds Pharmacy,508187,428639,5280364
Lloyds Pharmacy,494342,426803,5280364
Lloyds Pharmacy,513961,430408,5280364
Lloyds Pharmacy,474553,424005,5280364
Lloyds Pharmacy,504209,440120,5280364
Lloyds Pharmacy,504603,432934,5280364
Boots,502449,457607,5280364
Boots,474536,423761,5280364
Boots,503339,426307,5280364
Boots,511379,429987,5280364
Boots,508268,431075,5280364
Boots,518543,466705,5280364
Asda Pharmacy,509030.6,434406.8,5280364
Boots,510935,198095,5280364
Superdrug Pharmacy,511325.8,196005.9,5280364
Boots,505947,194493,5280364
Boots,516505,199525,5280364
Boots,525118,201539,5280364
Whitworth Chemists Ltd,391187,403583,5280364
Tesco in-store Pharmacy,402612,394228,5280364
Boots,402253,396159,5280364
Lloyds Pharmacy,391441,395463,5280364
Boots,403397,394043,5280364
Tesco in-store Pharmacy,390255,398230,5280364
Greencross Pharmacy,392543,395552,5280364
Boots,394880,399553,5280364
Lloyds Pharmacy,397049,402418,5280364
Well Pharmacy,390614,398057,5280364
Stockport Road Pharmacy,392957,398219,5280364
Boots,394875.8,394968.8,5280364
Boots,390434.8,398181.6,5280364
Aspden Chemists,530170,192098,5280364
Boots,393730,399094,5280364
Park Royal Centre for Mental Health,520104,183006,5280365
Oakleigh Road Health Centre,527539.5,193376.1,5280365
Community Nurses Office,519794.4,190909.4,5280365
Temple Fortune Health Centre,524965.8,188453.6,5280365
Western Eye Hospital,527550,181813,5280371
Williton Hospital,307572,141237,5280371
Liverpool Heart and Chest Hospital,340270,390766,5280371
Boots,548653,256534,5280364
Ditton Pharmacy,548282,259656,5280364
Lloyds Pharmacy,597298,224110,5280364
Orchard Resource Centre,442970,293805,5280365
Garden Clinic for Sexual Health,497697,179429,5280365
Boots,581301.8,230553.8,5280364
Kays Chemist,547295,255769,5280364
Netherton Pharmacy,517043,299389,5280364
Mi Pharmacy,519866,299575,5280364
Britannia Pharmacy,580035.8,182786,5280364
Britannia Pharmacy,578282,183207,5280364
The Old Swan Pharmacy,509910,267789,5280364
Britannia Pharmacy,580791,183457,5280364
Davies Chemists,545624,257538,5280364
N K Jank Chemist,544327,257270,5280364
Boots,612363,215684,5280364
Mansfield Chemist,617804,222405,5280364
The Lighthouse Pharmacy Ltd,616613,218901,5280364
Boots,617585,216552,5280364
SKOT Dispensing Chemist,533978,193321,5280364
Oakley Pharmacy,623062,230623,5280364
Well Pharmacy,581303.6,230348.4,5280364
Jade Pharmacy,520358.8,190781,5280364
Easter Pharmacy,541569,192921,5280364
Hale Pharmacy,520509.3,192306.8,5280364
Hambro Pharmacy,580847,192382,5280364
Grange Pharmacy,579824,191517,5280364
Yardley Chemist,580763.4,190816.2,5280364
French's Chemist,582632.7,186578.4,5280364
Cross Chemist,576949,188499,5280364
Osbon Pharmacy,583689,189015,5280364
Armada Pharmacy,560082.6,179284,5280364
South Road Pharmacy,559458,182939,5280364
Daynite Pharmacy,581090,187041,5280364
Wilkinson Chemist,524498.3,196836,5280364
The New Pharmacy,559600.8,193877.7,5280364
Cohens Chemist,561142,194946,5280364
Porter Pharmacy,532663,191310,5280364
Rowlands Pharmacy,561304.7,195036.7,5280364
Village Pharmacy,558991.6,199045,5280364
AA Pharmacy,572388,189981,5280364
Allcures Pharmacy,573831,189674,5280364
Community Nurses Office,534257,186895,5280365
Dave's Chemist,555240,178746,5280364
Bridgwater Pharmacy,585501,187657,5280364
Cartwrights Pharmacy,580270,187503,5280364
Rishi Pharmacy Ltd,579045,188721,5280364
Elora Pharmacy,577780,186502,5280364
Bansals Pharmacy,591623,185557,5280364
Shoebury Pharmacy,593975,184858,5280364
Deejay Pharmacy,593211,184976,5280364
West Road Pharmacy,592960,184880,5280364
Hawkwell Pharmacy,584730,192110,5280364
Ferry Pharmacy,580968,194908,5280364
Nutan Pharmacy,586557,193106,5280364
Golden Cross Pharmacy,586859,192052,5280364
Hockley Pharmacy,584512,192904,5280364
Allcures Pharmacy,572089,187207,5280364
Sach Chemist,573786,188133,5280364
Vanas Pharmacy,574040,188980,5280364
Clayhill Road Pharmacy,572250,188203,5280364
Rays Pharmacy,588599,186079,5280364
Lloyds Pharmacy,587964,185915,5280364
Shotgate Pharmacy,576516,193113,5280364
Murray Miller Pharmacy,588377,187194,5280364
Well Pharmacy,391893.2,407732.4,5280364
Well Pharmacy,392006,407794,5280364
Well Pharmacy,398534,407923,5280364
Well Pharmacy,393795,404574,5280364
Suburb Pharmacy,391937,402950,5280364
Lees Road Pharmacy,394146,404859,5280364
Lloyds Pharmacy,393795,404575,5280364
Well Pharmacy,392968,405262,5280364
Well Pharmacy,394425,405708,5280364
Well Pharmacy,390917.8,404242.9,5280364
Well Pharmacy,399732,404327,5280364
Boots,392659,405009,5280364
Boots,390758.6,405470.8,5280364
Zara Pharmacy,535242.6,196020,5280364
Keith's Pharmacy,506689,431651,5280364
Rowbotham Pharmacy,531337,422632,5280364
Holme Pharmacy,481306.9,438550.8,5280364
Cohens Chemist,392230.9,395433.5,5280364
Leven Pharmacy,510912,445122,5280364
Focus Pharmacy,389707,401468,5280364
B A Whittle Chemist,520453,447729,5280364
Lloyds Pharmacy,502326.4,457866.6,5280364
Spinks the Chemist,503061,439445.8,5280364
Station Avenue Pharmacy,517756,466920,5280364
F F & R Stevenson Pharmacy,511666,431450,5280364
Newtons Pharmacy,505051,428733,5280364
Day Lewis Pharmacy,520484,447802,5280364
Day Lewis Pharmacy,508272,430800,5280364
Chagcrest Pharmacy,511697,198472,5280364
Rizwan Pharmacy,392153,395487,5280364
Wains Chemist,393405,394149,5280364
Moorland Pharmacy Ltd,402098,393717,5280364
Windmill Pharmacy,390645,394769,5280364
The Mews Pharmacy,401117,394613.6,5280364
Cohens Chemist,394179.5,399187.1,5280364
Cohens Chemist,394227,399214,5280364
Chadwick & Hadfield Pharmacy Ltd,397394,401978,5280364
Boots,398273.7,394842,5280364
Wolstenholme & McDiarmid Pharmacy,393879,408790,5280364
Gardners Chemist,392118,405905,5280364
F T Taylor (Watford) Ltd,509465,199438,5280364
Lomas Pharmacy,392800,402697,5280364
Lifestyle Pharmacy,392989,409829,5280364
Vision Pharmacy,510908,198034,5280364
Park Pharmacy,511695,200211,5280364
Leavesdon Pharmacy,510425,201470,5280364
Cassiobury Pharmacy,509541,197682,5280364
Brocklehurst Chemists,505009,429672,5280364
Brocklehurst Chemists,504558,429740,5280364
John Wilson Chemist,522822.3,188551.3,5280364
Hendon Pharmacy,522712.8,188571.7,5280364
Community Nurses Office,471393,175011,5280365
South Sefton Neighbourhood Centre,332386.4,398260.6,5280371
Harworth Clinic,462397,391500,5280365
Chorlton Health Centre,381518,394148,5280365
Bristol Eye Hospital,358789,173441,5280371
Alexandra Park Health Centre,383264,395476,5280365
Burscough Health Centre,344436,412146,5280365
The Devonshire Centre for Neuro-rehabilitation,391339.9,388375.7,5280371
Bodmin Hospital,205566,66670,5280371
Severn Fields Health Village,351364,314732,5280365
Chapel Allerton Hospital,431050,436365,5280371
North Trafford Combined Care Centre,381895,395160,5280365
Weston Park Hospital,433695,387163,5280371
DynamicHealth,518983,298362,5280365
Gloucestershire Heart and Diabetes Service,382930,218297,5280365
Cale Green Pharmacy,389660,389003,5280364
Numark Pharmacy,546489,256614,5280364
Wickham Market Pharmacy,630147.6,255876.4,5280364
Reena Pharmacy,530044,188232,5280364
Coral Pharmacy,529404,189234,5280364
Frost & Co,530424,189334,5280364
Saigrace Pharmacy,530595,188859,5280364
VMS Pharmacy,534793,194563,5280364
Atkinson Chemist,531839,195425,5280364
Muswell Hill Pharmacy,528489,189584,5280364
Hayward Pharmacy,528456,188156,5280364
Greenacre Pharmacy,528260,196081,5280364
Reid's Pharmacy,533583,194555,5280364
Capricorn Pharmacy,530916,196788,5280364
Cooper Chemist,529208,192478,5280364
Hayward Chemist Ltd,533617,195411,5280364
Pyramid Pharmacy,529146,195868,5280364
Rocky's Pharmacy,532657,192612,5280364
Dowsett Pharmacy,534059,190190,5280364
Reena Pharmacy,533490,189019,5280364
Pharmacy Express,530984,190495,5280364
Santas Pharmacy,530792,187405,5280364
Mintons Chemist,531433,189685,5280364
Cross Chemist,532023,190509,5280364
Beauty-Chem Chemist,532598,191299,5280364
Savemore Pharmacy,531839,190030,5280364
Aucklands Pharmacy,525285.6,190859.3,5280364
Akhtar Pharmacy,523930.2,185615.5,5280364
Cootes Pharmacy,527182.2,189709.1,5280364
Hutt Pharmacy,597859,223089,5280364
Derek Clarke Pharmacy,519407.8,191912.1,5280364
Acorn Pharmacy,520948.2,192783.5,5280364
Ramco Pharmacy,547306,211607,5280364
North Weald Chemists,549739,204005.4,5280364
Village Pharmacy,580419,197890,5280364
Galleywood Pharmacy,570827,203069,5280364
Jethro's Healthcare Pharmacy,524798.7,187654.9,5280364
Castle Pharmacy,525001.2,186421,5280364
C J Pharmacy,522991.4,189373.5,5280364
Gateway Chemist,525131.8,190585.9,5280364
Mango Pharmacy,519203,191693.1,5280364
Pickles Chemist,525402.9,190993.8,5280364
Warman Freed,524999.1,187450.9,5280364
Westlake Pharmacy,524940.9,188232,5280364
ProCare Pharmacy,521243.8,189167.9,5280364
Charles Sampsons Pharmacy,526347.1,192427.2,5280364
Thaxted Pharmacy,561214,230882,5280364
Halfway Chemist,505115,222681,5280364
Carters Pharmacy,526290.4,192076.8,5280364
Sabel Chemist,523407.8,189026.4,5280364
Well Pharmacy,546004.3,210644.7,5280364
Medicare Pharmacy,543193,207580.5,5280364
Dees Pharmacy,540861,210154,5280364
Leach & Burton,543748,197335,5280364
Brookhouse Pharmacy,543762,193236,5280364
OM Pharmacy,504967,250177,5280364
Oakwood Pharmacy,542748,195380,5280364
Ashcroft Pharmacy,510869.4,222845.6,5280364
Janssen's Pharmacy,504811,248744,5280364
Fairleys Pharmacy,507682,251639,5280364
Lloyds Pharmacy,501960,224008,5280364
Royal Pharmacy,509388,221873,5280364
Rank Chemists,508016,222264,5280364
SE Morgan Pharmacy,508686,221388,5280364
Makan's Pharmacy,506796,222606,5280364
Farley Hill Chemist,507571.9,220748.6,5280364
Denbigh Pharmacy,507795,223009,5280364
W Cheeseman & Son,503629,238175,5280364
Avicenna Pharmacy,505616,248656,5280364
Herington Chemists,501927,221848,5280364
Kidmans Surgical Chemists,506016,249895,5280364
Lloyds Pharmacy,319236,566553,5280364
Lloyds Pharmacy,319628.1,566805.8,5280364
Boots,364998,620601,5280364
MD Pharmacy,510373,196301,5280364
Bridlington Old Town Pharmacy,517170,467869,5280364
Primary Mental Health Team,536571.3,178569.3,5280365
Flamborough Pharmacy,522733.5,470671,5280364
Drummond Pharmacy,474520,422737,5280364
Coggrave Chemist,474294,423735,5280364
Well Pharmacy,511715,430373,5280364
Well Pharmacy,400467,396126,5280364
Well Pharmacy,399341,395686,5280364
Lex Pharmacy,511860,192398,5280364
